Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
5872,US-2021-002066,02/13/2021,02/14/2021,First Class,CG-22204,Laura Hall,Home Office,United States,New Orleans,Louisiana,40208,South,FUR-FU-1914,Furniture,Furnishings,Tenex Rug Pad,8952.69,9,0.1,265.88
5873,US-2021-002067,12/04/2021,12/06/2021,Second Class,CG-31447,Ivan Jackson,Home Office,United States,Richmond,Virginia,66272,East,FUR-CH-4366,Furniture,Chairs,Global Leather Chair,4713.85,5,0.0,314.43
5874,US-2021-002067,12/04/2021,12/10/2021,Standard Class,CG-82599,Aaron Anderson,Corporate,United States,Fort Worth,Texas,23866,Central,TEC-MA-6916,Technology,Machines,Canon PC Printer,476.6,5,0.0,-37.91
5875,US-2021-002068,12/01/2021,12/03/2021,Second Class,CG-32492,Hannah Brown,Home Office,United States,Louisville,Kentucky,27927,South,FUR-FU-9959,Furniture,Furnishings,Howard Miller Clock,2037.42,3,0.4,-966.46
5876,US-2021-002068,12/01/2021,12/01/2021,Same Day,CG-81571,Julia Williams,Consumer,United States,Phoenix,Arizona,95196,West,TEC-PH-6792,Technology,Phones,Cisco IP Phone,1044.29,4,0.3,107.42
5877,US-2021-002068,12/01/2021,12/05/2021,Second Class,CG-64931,Beth Lewis,Corporate,United States,Jersey City,New Jersey,73317,East,FUR-FU-2100,Furniture,Furnishings,Howard Miller Clock,501.81,1,0.2,129.26
5878,US-2021-002068,12/01/2021,12/06/2021,Second Class,CG-18853,Priya Clark,Corporate,United States,Denver,Colorado,74195,West,FUR-CH-3539,Furniture,Chairs,Bretford Folding Chair,387.71,1,0.3,43.85
5879,US-2020-002069,03/12/2020,03/16/2020,Second Class,CG-10908,Ethan Allen,Consumer,United States,New Orleans,Louisiana,64912,South,TEC-AC-9120,Technology,Accessories,Kensington Laptop Lock,7671.6,9,0.0,-1125.05
5880,US-2021-002070,06/04/2021,06/04/2021,Same Day,CG-63487,Rachel Allen,Consumer,United States,Tucson,Arizona,17291,West,OFF-LA-3189,Office Supplies,Labels,Self-Adhesive Labels,301.1,9,0.4,-2.26
5881,US-2021-002070,06/04/2021,06/05/2021,First Class,CG-15326,Beth Allen,Corporate,United States,Las Vegas,Nevada,93120,West,TEC-PH-2506,Technology,Phones,Cisco IP Phone,13035.38,9,0.2,5762.3
5882,US-2022-002071,07/20/2022,07/20/2022,Same Day,CG-62221,Rachel Williams,Consumer,United States,Phoenix,Arizona,82875,West,TEC-AC-1248,Technology,Accessories,Logitech Wireless Mouse,2088.44,2,0.4,-578.58
5883,US-2022-002072,11/01/2022,11/05/2022,Second Class,CG-73214,Tina Garcia,Consumer,United States,Dallas,Texas,38076,Central,OFF-SU-1015,Office Supplies,Supplies,BIC Ballpoint Pens,588.68,4,0.0,-34.56
5884,US-2022-002072,11/01/2022,11/01/2022,Same Day,CG-90395,Quinn White,Consumer,United States,Seattle,Washington,15304,West,FUR-FU-1385,Furniture,Furnishings,Tenex Rug Pad,6580.93,9,0.05,1086.35
5885,US-2022-002073,12/05/2022,12/10/2022,Second Class,CG-46975,Diana Lewis,Home Office,United States,Fort Wayne,Indiana,66133,Central,FUR-TA-1611,Furniture,Tables,KI Adjustable Table,4400.41,9,0.1,219.2
5886,US-2022-002073,12/05/2022,12/12/2022,Standard Class,CG-30408,Diana Jones,Home Office,United States,Buffalo,New York,66056,East,FUR-BO-6553,Furniture,Bookcases,O'Sullivan Bookcase,3656.05,5,0.0,969.57
5887,US-2019-002074,07/19/2019,07/19/2019,Same Day,CG-14924,Ken Miller,Corporate,United States,Philadelphia,Pennsylvania,84021,East,TEC-PH-9642,Technology,Phones,Motorola Smartphone,2263.09,2,0.1,306.87
5888,US-2019-002074,07/19/2019,07/22/2019,Second Class,CG-48766,Sean Hall,Corporate,United States,Salem,Oregon,72571,West,TEC-PH-5198,Technology,Phones,Cisco IP Phone,8500.6,5,0.0,3370.69
5889,US-2021-002075,07/10/2021,07/10/2021,Same Day,CG-31574,Greg Martin,Corporate,United States,Philadelphia,Pennsylvania,31943,East,OFF-LA-3281,Office Supplies,Labels,Avery Round Labels,1268.49,5,0.05,237.94
5890,US-2019-002076,10/30/2019,10/30/2019,Same Day,CG-94463,Hannah Johnson,Corporate,United States,Las Vegas,Nevada,52587,West,TEC-PH-6279,Technology,Phones,Cisco IP Phone,3445.63,8,0.15,1099.17
5891,US-2019-002076,10/30/2019,11/05/2019,Standard Class,CG-67482,Ethan Allen,Home Office,United States,Birmingham,Alabama,13233,South,TEC-PH-5423,Technology,Phones,Samsung Galaxy Phone,11577.76,8,0.0,1128.38
5892,US-2019-002076,10/30/2019,11/03/2019,Standard Class,CG-60638,Nina Harris,Consumer,United States,Tucson,Arizona,92863,West,TEC-AC-4013,Technology,Accessories,Kensington Laptop Lock,3026.97,7,0.2,908.97
5893,US-2019-002077,05/12/2019,05/12/2019,Same Day,CG-19828,Priya Lewis,Consumer,United States,Grand Rapids,Michigan,25045,Central,FUR-CH-3448,Furniture,Chairs,Office Star Chair,898.25,2,0.3,-374.85
5894,US-2019-002077,05/12/2019,05/13/2019,First Class,CG-59809,Carlos Jackson,Home Office,United States,Indianapolis,Indiana,94557,Central,TEC-CO-5128,Technology,Copiers,Brother Copier,2508.14,3,0.1,-176.78
5895,US-2021-002078,03/03/2021,03/08/2021,Second Class,CG-34103,Hannah Jones,Corporate,United States,Virginia Beach,Virginia,21230,East,TEC-CO-2121,Technology,Copiers,HP LaserJet Copier,6919.15,5,0.3,2658.46
5896,US-2021-002078,03/03/2021,03/03/2021,Same Day,CG-94745,Tina Thomas,Consumer,United States,Pittsburgh,Pennsylvania,47589,East,OFF-AP-8264,Office Supplies,Appliances,Belkin Surge Protector,429.85,3,0.15,49.9
5897,US-2021-002078,03/03/2021,03/08/2021,Second Class,CG-86529,Oscar Davis,Consumer,United States,Orlando,Florida,32724,South,TEC-AC-4665,Technology,Accessories,Logitech Wireless Mouse,4533.62,2,0.0,43.61
5898,US-2021-002078,03/03/2021,03/08/2021,Second Class,CG-21673,Rachel Lewis,Home Office,United States,Salt Lake City,Utah,50517,West,FUR-BO-2918,Furniture,Bookcases,Hon Bookcase,3482.12,4,0.0,251.45
5899,US-2020-002079,12/07/2020,12/08/2020,First Class,CG-23185,Beth Martin,Home Office,United States,Tucson,Arizona,30198,West,OFF-SU-4854,Office Supplies,Supplies,BIC Ballpoint Pens,908.28,6,0.0,316.55
5900,US-2020-002079,12/07/2020,12/07/2020,Same Day,CG-22830,Ivan Jackson,Corporate,United States,Pittsburgh,Pennsylvania,80280,East,FUR-BO-5503,Furniture,Bookcases,Sauder Classic Bookcase,617.3,1,0.15,132.67
5901,US-2020-002079,12/07/2020,12/10/2020,Second Class,CG-35530,Greg Wilson,Consumer,United States,Nashville,Tennessee,58572,South,OFF-ST-1311,Office Supplies,Storage,Rubbermaid CleverStore,612.6,6,0.0,183.89
5902,US-2020-002079,12/07/2020,12/13/2020,Standard Class,CG-28977,Hannah Miller,Consumer,United States,Cambridge,Massachusetts,98811,East,OFF-FA-1729,Office Supplies,Fasteners,OIC Binder Clips,1535.1,7,0.0,614.08
5903,US-2020-002079,12/07/2020,12/07/2020,Same Day,CG-35248,Ethan Miller,Corporate,United States,Albany,New York,33605,East,FUR-CH-2883,Furniture,Chairs,Office Star Chair,688.23,1,0.0,206.31
5904,US-2020-002080,07/23/2020,07/26/2020,First Class,CG-67246,Tina Hall,Consumer,United States,Sacramento,California,15180,West,FUR-BO-4676,Furniture,Bookcases,Hon Bookcase,1891.26,5,0.4,-163.63
5905,US-2020-002080,07/23/2020,07/23/2020,Same Day,CG-44592,Ivan Wilson,Home Office,United States,Stamford,Connecticut,99384,East,TEC-PH-7391,Technology,Phones,Motorola Smartphone,2894.12,2,0.3,1117.45
5906,US-2021-002081,03/21/2021,03/25/2021,Second Class,CG-60321,Oscar Garcia,Home Office,United States,Naperville,Illinois,23618,Central,FUR-BO-7186,Furniture,Bookcases,Bush Westfield Bookcase,3570.36,6,0.0,-385.61
5907,US-2021-002081,03/21/2021,03/21/2021,Same Day,CG-46366,Aaron Miller,Home Office,United States,Chicago,Illinois,12018,Central,OFF-FA-5123,Office Supplies,Fasteners,OIC Binder Clips,185.57,2,0.4,42.03
5908,US-2021-002082,08/05/2021,08/12/2021,Standard Class,CG-15531,Sean Williams,Home Office,United States,Rockville,Maryland,57602,East,FUR-FU-6948,Furniture,Furnishings,Dana Mirror,1979.34,6,0.0,-249.7
5909,US-2021-002082,08/05/2021,08/09/2021,Standard Class,CG-70837,Priya Williams,Consumer,United States,Hartford,Connecticut,11840,East,OFF-ST-8335,Office Supplies,Storage,Fellowes Banker Box,1403.34,6,0.0,223.01
5910,US-2022-002083,06/04/2022,06/06/2022,Second Class,CG-77494,Priya Thomas,Corporate,United States,Cleveland,Ohio,50182,Central,TEC-CO-5819,Technology,Copiers,Canon ImageClass Copier,438.86,2,0.0,121.48
5911,US-2020-002084,05/23/2020,05/23/2020,Same Day,CG-85818,Rachel Davis,Consumer,United States,Trenton,New Jersey,38525,East,FUR-BO-4707,Furniture,Bookcases,Sauder Classic Bookcase,4912.47,9,0.0,-584.01
5912,US-2020-002084,05/23/2020,05/26/2020,Second Class,CG-74027,Carlos Johnson,Consumer,United States,Spokane,Washington,99756,West,FUR-CH-4472,Furniture,Chairs,Bretford Folding Chair,729.68,1,0.05,64.17
5913,US-2022-002085,05/17/2022,05/22/2022,Standard Class,CG-97070,Laura Hall,Consumer,United States,Indianapolis,Indiana,36520,Central,TEC-MA-7318,Technology,Machines,Hewlett-Packard Laptop,1809.24,3,0.2,364.35
5914,US-2020-002086,01/09/2020,01/14/2020,Standard Class,CG-23350,Ken Allen,Consumer,United States,Annapolis,Maryland,13125,East,TEC-AC-8607,Technology,Accessories,Kensington Laptop Lock,5072.82,3,0.3,-399.6
5915,US-2021-002087,07/13/2021,07/13/2021,Same Day,CG-25062,Mike Wilson,Consumer,United States,Lexington,Kentucky,78164,South,TEC-CO-9552,Technology,Copiers,Brother Copier,12216.72,8,0.0,5179.13
5916,US-2021-002087,07/13/2021,07/15/2021,First Class,CG-20559,Carlos Martin,Home Office,United States,Eugene,Oregon,36932,West,FUR-CH-3568,Furniture,Chairs,Global Leather Chair,1676.0,3,0.4,-982.49
5917,US-2021-002088,07/07/2021,07/09/2021,Second Class,CG-51068,Greg Allen,Consumer,United States,Saint Paul,Minnesota,49482,Central,TEC-AC-9063,Technology,Accessories,Logitech Wireless Mouse,1740.57,7,0.05,-75.67
5918,US-2021-002088,07/07/2021,07/08/2021,First Class,CG-42967,Ethan Jones,Corporate,United States,Indianapolis,Indiana,26874,Central,TEC-PH-4597,Technology,Phones,Samsung Galaxy Phone,2613.04,4,0.0,441.37
5919,US-2020-002089,05/25/2020,06/01/2020,Standard Class,CG-70607,Greg Thomas,Corporate,United States,Montgomery,Alabama,31140,South,OFF-PA-2726,Office Supplies,Paper,Hammermill Paper,743.67,3,0.0,144.32
5920,US-2020-002089,05/25/2020,05/27/2020,First Class,CG-82039,Mike Garcia,Corporate,United States,Savannah,Georgia,70094,South,TEC-MA-1421,Technology,Machines,Brother Fax Machine,10811.22,7,0.0,1310.05
5921,US-2020-002089,05/25/2020,05/25/2020,Same Day,CG-92062,Greg Wilson,Corporate,United States,Charlotte,North Carolina,46460,South,TEC-AC-8234,Technology,Accessories,Logitech Wireless Mouse,11236.74,6,0.0,-1603.8
5922,US-2020-002089,05/25/2020,05/25/2020,Same Day,CG-56947,Hannah Harris,Home Office,United States,Baton Rouge,Louisiana,12703,South,TEC-PH-3209,Technology,Phones,Motorola Smartphone,8704.71,9,0.15,-932.64
5923,US-2022-002090,02/23/2022,02/28/2022,Standard Class,CG-92390,Nina Jackson,Corporate,United States,Salem,Oregon,16198,West,TEC-MA-7778,Technology,Machines,Lexmark Printer,2488.5,5,0.0,-350.38
5924,US-2022-002090,02/23/2022,02/26/2022,First Class,CG-29371,Greg Lewis,Corporate,United States,Sacramento,California,94609,West,OFF-FA-9224,Office Supplies,Fasteners,Advantus Clip Pack,1347.46,8,0.2,245.0
5925,US-2022-002090,02/23/2022,02/27/2022,Standard Class,CG-47158,Ivan Moore,Corporate,United States,Colorado Springs,Colorado,33951,West,FUR-FU-8841,Furniture,Furnishings,Dana Mirror,3994.92,4,0.0,770.44
5926,US-2019-002091,10/02/2019,10/02/2019,Same Day,CG-97951,Beth Williams,Corporate,United States,Louisville,Kentucky,19336,South,OFF-AP-9113,Office Supplies,Appliances,Belkin Surge Protector,1031.58,9,0.0,393.44
5927,US-2022-002092,01/18/2022,01/20/2022,Second Class,CG-29317,Mike Miller,Corporate,United States,Springfield,Massachusetts,10453,East,TEC-CO-6847,Technology,Copiers,HP LaserJet Copier,2185.46,9,0.1,-242.2
5928,US-2022-002092,01/18/2022,01/22/2022,Second Class,CG-52898,Aaron Williams,Corporate,United States,Naperville,Illinois,99076,Central,FUR-FU-6561,Furniture,Furnishings,Eldon Shelf,1737.0,9,0.2,-294.09
5929,US-2022-002092,01/18/2022,01/21/2022,First Class,CG-60331,Oscar Miller,Home Office,United States,Buffalo,New York,47042,East,TEC-AC-1300,Technology,Accessories,Belkin USB Hub,5899.84,4,0.0,1810.36
5930,US-2022-002092,01/18/2022,01/22/2022,Standard Class,CG-96629,Diana Allen,Corporate,United States,Pittsburgh,Pennsylvania,76761,East,TEC-AC-3629,Technology,Accessories,Belkin USB Hub,574.46,1,0.0,6.71
5931,US-2019-002093,11/19/2019,11/19/2019,Same Day,CG-47296,Rachel Wilson,Corporate,United States,Rochester,New York,59936,East,OFF-ST-5214,Office Supplies,Storage,Safco Organizer,869.94,6,0.0,210.48
5932,US-2020-002094,08/07/2020,08/10/2020,Standard Class,CG-75939,Hannah Jackson,Corporate,United States,Birmingham,Alabama,68392,South,FUR-BO-6984,Furniture,Bookcases,Hon Bookcase,1223.29,6,0.15,209.71
5933,US-2021-002095,12/21/2021,12/25/2021,Standard Class,CG-18945,Julia Martin,Consumer,United States,Denver,Colorado,21945,West,TEC-PH-7408,Technology,Phones,Samsung Galaxy Phone,355.23,1,0.15,0.37
5934,US-2021-002095,12/21/2021,12/25/2021,Standard Class,CG-62626,Greg Hall,Corporate,United States,Annapolis,Maryland,30531,East,TEC-MA-5528,Technology,Machines,Canon PC Printer,3110.4,7,0.05,1160.14
5935,US-2021-002096,06/21/2021,06/25/2021,Standard Class,CG-26974,Aaron Lewis,Home Office,United States,Durham,North Carolina,41433,South,TEC-AC-8939,Technology,Accessories,Kensington Laptop Lock,3732.82,7,0.0,-445.12
5936,US-2021-002096,06/21/2021,06/22/2021,First Class,CG-59673,Tina Allen,Consumer,United States,Columbus,Ohio,55936,Central,FUR-FU-9826,Furniture,Furnishings,Tenex Rug Pad,9316.94,9,0.1,-2017.94
5937,US-2020-002097,12/23/2020,12/26/2020,Standard Class,CG-21673,Quinn Miller,Home Office,United States,Madison,Wisconsin,82907,Central,FUR-FU-1960,Furniture,Furnishings,Howard Miller Clock,5108.46,7,0.0,-288.79
5938,US-2020-002097,12/23/2020,12/25/2020,First Class,CG-64802,Laura Smith,Corporate,United States,Savannah,Georgia,32707,South,FUR-BO-9193,Furniture,Bookcases,Bush Westfield Bookcase,225.54,4,0.2,-6.34
5939,US-2020-002097,12/23/2020,12/27/2020,Second Class,CG-41987,Rachel Moore,Home Office,United States,Indianapolis,Indiana,78376,Central,FUR-TA-1012,Furniture,Tables,Chromcraft Table,582.6,2,0.0,-38.61
5940,US-2020-002097,12/23/2020,12/26/2020,First Class,CG-41429,Rachel Moore,Corporate,United States,Salt Lake City,Utah,73997,West,FUR-BO-9890,Furniture,Bookcases,O'Sullivan Bookcase,370.76,2,0.0,11.88
5941,US-2022-002098,01/07/2022,01/10/2022,Second Class,CG-99765,Priya Lewis,Consumer,United States,Salt Lake City,Utah,28469,West,FUR-BO-1374,Furniture,Bookcases,Sauder Classic Bookcase,5554.3,8,0.1,-909.4
5942,US-2022-002098,01/07/2022,01/07/2022,Same Day,CG-79336,Priya Garcia,Consumer,United States,Ann Arbor,Michigan,99259,Central,TEC-CO-7536,Technology,Copiers,Brother Copier,6961.45,5,0.0,2962.68
5943,US-2022-002098,01/07/2022,01/14/2022,Standard Class,CG-30581,Julia White,Home Office,United States,Spokane,Washington,51931,West,FUR-CH-4753,Furniture,Chairs,Global Leather Chair,137.5,1,0.2,37.96
5944,US-2022-002098,01/07/2022,01/09/2022,First Class,CG-23318,Sean Martin,Consumer,United States,Birmingham,Alabama,80613,South,FUR-CH-4427,Furniture,Chairs,Office Star Chair,1609.01,3,0.2,587.77
5945,US-2022-002098,01/07/2022,01/08/2022,First Class,CG-42198,Beth Moore,Corporate,United States,Atlanta,Georgia,92590,South,OFF-LA-8291,Office Supplies,Labels,Self-Adhesive Labels,188.4,2,0.05,42.62
5946,US-2022-002098,01/07/2022,01/10/2022,First Class,CG-48213,Fiona Williams,Consumer,United States,Minneapolis,Minnesota,24882,Central,FUR-TA-4362,Furniture,Tables,KI Adjustable Table,5786.0,5,0.0,-1257.74
5947,US-2022-002098,01/07/2022,01/07/2022,Same Day,CG-79972,Diana Jackson,Corporate,United States,Phoenix,Arizona,90096,West,FUR-FU-1928,Furniture,Furnishings,Howard Miller Clock,4504.01,6,0.15,-286.36
5948,US-2022-002099,09/30/2022,10/03/2022,First Class,CG-71847,Ethan Miller,Corporate,United States,Albany,New York,80003,East,OFF-LA-2687,Office Supplies,Labels,Avery Round Labels,497.34,6,0.0,88.69
5949,US-2022-002099,09/30/2022,10/04/2022,Second Class,CG-31994,Sean Hall,Home Office,United States,New Orleans,Louisiana,57572,South,FUR-CH-8116,Furniture,Chairs,Bretford Folding Chair,4247.8,6,0.3,172.1
5950,US-2022-002100,10/18/2022,10/24/2022,Standard Class,CG-37618,Hannah White,Home Office,United States,Phoenix,Arizona,19818,West,TEC-PH-5947,Technology,Phones,AT&T Cordless Phone,18476.91,9,0.0,-2154.81
5951,US-2022-002100,10/18/2022,10/23/2022,Standard Class,CG-54609,Carlos Hall,Consumer,United States,Milwaukee,Wisconsin,66188,Central,FUR-FU-7482,Furniture,Furnishings,Howard Miller Clock,1373.94,2,0.1,-309.01
5952,US-2019-002101,07/02/2019,07/07/2019,Standard Class,CG-40318,Fiona Lewis,Corporate,United States,Grand Rapids,Michigan,61085,Central,TEC-PH-2523,Technology,Phones,AT&T Cordless Phone,2942.24,4,0.3,1060.48
5953,US-2019-002101,07/02/2019,07/02/2019,Same Day,CG-46811,Tina Wilson,Home Office,United States,Phoenix,Arizona,49830,West,TEC-CO-6800,Technology,Copiers,HP LaserJet Copier,3712.26,5,0.4,516.02
5954,US-2019-002101,07/02/2019,07/04/2019,Second Class,CG-96820,Ken Jackson,Corporate,United States,Cambridge,Massachusetts,44215,East,FUR-FU-8921,Furniture,Furnishings,Eldon Shelf,6830.28,8,0.1,-364.74
5955,US-2019-002101,07/02/2019,07/02/2019,Same Day,CG-28132,Laura Thomas,Home Office,United States,Eugene,Oregon,13098,West,FUR-TA-5762,Furniture,Tables,KI Adjustable Table,291.79,1,0.1,-4.02
5956,US-2019-002101,07/02/2019,07/02/2019,Same Day,CG-74434,Priya Harris,Home Office,United States,Phoenix,Arizona,39949,West,FUR-CH-1647,Furniture,Chairs,Hon Deluxe Chair,1089.99,2,0.1,163.16
5957,US-2019-002101,07/02/2019,07/02/2019,Same Day,CG-32143,Quinn Allen,Home Office,United States,Trenton,New Jersey,79529,East,OFF-PA-3112,Office Supplies,Paper,Xerox Multipurpose Paper,439.47,3,0.0,166.46
5958,US-2019-002101,07/02/2019,07/07/2019,Second Class,CG-97152,Ken Miller,Home Office,United States,New York City,New York,88717,East,TEC-AC-1449,Technology,Accessories,Kensington Laptop Lock,9147.71,8,0.3,-324.46
5959,US-2019-002101,07/02/2019,07/02/2019,Same Day,CG-65006,Aaron Jackson,Home Office,United States,Cincinnati,Ohio,97173,Central,OFF-PA-8001,Office Supplies,Paper,Hammermill Paper,1003.52,7,0.0,192.33
5960,US-2019-002101,07/02/2019,07/02/2019,Same Day,CG-49515,Aaron Harris,Consumer,United States,Harrisburg,Pennsylvania,20596,East,FUR-TA-1463,Furniture,Tables,KI Adjustable Table,1006.1,1,0.0,-146.9
5961,US-2019-002101,07/02/2019,07/03/2019,First Class,CG-43841,Nina Thomas,Corporate,United States,Provo,Utah,81681,West,FUR-FU-5126,Furniture,Furnishings,Eldon Shelf,221.69,8,0.1,-29.79
5962,US-2019-002101,07/02/2019,07/02/2019,Same Day,CG-41826,Beth Clark,Consumer,United States,Pittsburgh,Pennsylvania,84110,East,FUR-FU-7174,Furniture,Furnishings,Tenex Rug Pad,1145.84,5,0.2,-324.23
5963,US-2020-002102,05/01/2020,05/04/2020,Second Class,CG-41661,Beth Martin,Corporate,United States,Annapolis,Maryland,66761,East,OFF-AR-4012,Office Supplies,Art,Newell Markers Set,885.92,5,0.05,390.25
5964,US-2020-002102,05/01/2020,05/04/2020,First Class,CG-87935,Beth Smith,Corporate,United States,Spokane,Washington,91379,West,OFF-ST-7885,Office Supplies,Storage,Safco Organizer,78.18,3,0.0,5.04
5965,US-2020-002102,05/01/2020,05/03/2020,Second Class,CG-60342,Quinn Clark,Home Office,United States,Montgomery,Alabama,31696,South,FUR-BO-8308,Furniture,Bookcases,O'Sullivan Bookcase,4877.77,9,0.05,-673.57
5966,US-2020-002103,07/11/2020,07/16/2020,Standard Class,CG-23588,Greg Martin,Home Office,United States,Trenton,New Jersey,85222,East,OFF-LA-5220,Office Supplies,Labels,Avery Round Labels,467.29,5,0.15,33.12
5967,US-2020-002103,07/11/2020,07/17/2020,Standard Class,CG-74163,Diana Jones,Consumer,United States,Ann Arbor,Michigan,50148,Central,OFF-FA-7053,Office Supplies,Fasteners,OIC Binder Clips,407.64,2,0.05,143.71
5968,US-2020-002103,07/11/2020,07/13/2020,First Class,CG-61804,Ken Garcia,Corporate,United States,Indianapolis,Indiana,76391,Central,TEC-AC-7411,Technology,Accessories,Logitech Wireless Mouse,3136.06,2,0.0,1289.24
5969,US-2020-002103,07/11/2020,07/11/2020,Same Day,CG-29480,Aaron Lewis,Home Office,United States,Indianapolis,Indiana,53656,Central,TEC-CO-4206,Technology,Copiers,Canon ImageClass Copier,5093.79,5,0.3,1327.38
5970,US-2020-002103,07/11/2020,07/11/2020,Same Day,CG-10801,Fiona Hall,Home Office,United States,Denver,Colorado,97887,West,OFF-BI-6556,Office Supplies,Binders,Avery Binder,387.26,2,0.2,104.25
5971,US-2020-002103,07/11/2020,07/11/2020,Same Day,CG-27441,Aaron Hall,Consumer,United States,Tucson,Arizona,43940,West,OFF-FA-3458,Office Supplies,Fasteners,Staple Paper Clips,293.1,3,0.3,-14.73
5972,US-2019-002104,10/28/2019,10/31/2019,Second Class,CG-50428,Hannah Jones,Consumer,United States,Trenton,New Jersey,23883,East,FUR-CH-2470,Furniture,Chairs,Bretford Folding Chair,991.24,9,0.3,-33.19
5973,US-2019-002105,10/17/2019,10/17/2019,Same Day,CG-60154,Laura Hall,Home Office,United States,Virginia Beach,Virginia,14133,East,TEC-MA-5640,Technology,Machines,Canon PC Printer,5202.09,5,0.15,446.18
5974,US-2019-002105,10/17/2019,10/20/2019,Standard Class,CG-67103,Fiona Miller,Consumer,United States,Fort Wayne,Indiana,25746,Central,TEC-PH-2633,Technology,Phones,Cisco IP Phone,3985.56,5,0.4,993.78
5975,US-2020-002106,10/29/2020,11/01/2020,First Class,CG-14609,Hannah Hall,Consumer,United States,Portland,Oregon,42954,West,FUR-BO-7455,Furniture,Bookcases,Sauder Classic Bookcase,3287.76,6,0.0,832.25
5976,US-2022-002107,12/23/2022,12/28/2022,Second Class,CG-52272,Sean Garcia,Consumer,United States,Reno,Nevada,65375,West,FUR-FU-8881,Furniture,Furnishings,Eldon Shelf,811.77,1,0.0,-111.87
5977,US-2022-002107,12/23/2022,12/26/2022,First Class,CG-85226,Laura Davis,Home Office,United States,Ann Arbor,Michigan,29787,Central,TEC-MA-1044,Technology,Machines,Brother Fax Machine,1836.39,9,0.3,-202.85
5978,US-2022-002107,12/23/2022,12/24/2022,First Class,CG-57446,Aaron Anderson,Home Office,United States,Springfield,Illinois,33105,Central,TEC-AC-4471,Technology,Accessories,Logitech Wireless Mouse,2167.92,2,0.05,-198.89
5979,US-2022-002107,12/23/2022,12/23/2022,Same Day,CG-57917,Mike Garcia,Corporate,United States,Naperville,Illinois,15497,Central,OFF-BI-9468,Office Supplies,Binders,GBC Premium Binder,560.34,3,0.15,49.0
5980,US-2022-002107,12/23/2022,12/30/2022,Standard Class,CG-36400,Rachel Moore,Corporate,United States,Hartford,Connecticut,18709,East,TEC-PH-2347,Technology,Phones,Motorola Smartphone,627.52,2,0.1,-94.45
5981,US-2022-002107,12/23/2022,12/25/2022,Second Class,CG-50505,Mike Garcia,Corporate,United States,Dallas,Texas,87735,Central,TEC-AC-7666,Technology,Accessories,Belkin USB Hub,1256.39,2,0.4,499.45
5982,US-2022-002107,12/23/2022,12/24/2022,First Class,CG-53404,Ethan Martin,Corporate,United States,Richmond,Virginia,63682,East,OFF-LA-4886,Office Supplies,Labels,Avery Round Labels,1034.04,5,0.3,317.35
5983,US-2022-002107,12/23/2022,12/25/2022,First Class,CG-92421,Fiona Williams,Consumer,United States,Jacksonville,Florida,96440,South,OFF-AR-8960,Office Supplies,Art,Fiskars Scissors,470.75,5,0.0,173.32
5984,US-2022-002107,12/23/2022,12/29/2022,Standard Class,CG-12343,Carlos Lewis,Home Office,United States,Raleigh,North Carolina,80230,South,TEC-CO-7284,Technology,Copiers,Canon ImageClass Copier,7184.05,5,0.0,2293.71
5985,US-2022-002107,12/23/2022,12/27/2022,Second Class,CG-18366,Julia Thomas,Consumer,United States,Eugene,Oregon,74233,West,TEC-PH-4579,Technology,Phones,AT&T Cordless Phone,11142.74,7,0.0,5554.11
5986,US-2021-002108,07/10/2021,07/10/2021,Same Day,CG-12259,Greg Hall,Home Office,United States,Montgomery,Alabama,13855,South,TEC-MA-9513,Technology,Machines,Lexmark Printer,106.42,1,0.3,6.2
5987,US-2021-002108,07/10/2021,07/14/2021,Second Class,CG-96574,Ivan Davis,Home Office,United States,Saint Paul,Minnesota,34444,Central,TEC-AC-4287,Technology,Accessories,Belkin USB Hub,13358.58,6,0.0,1339.81
5988,US-2021-002108,07/10/2021,07/10/2021,Same Day,CG-15095,Carlos White,Corporate,United States,Philadelphia,Pennsylvania,52628,East,OFF-AP-4353,Office Supplies,Appliances,Hoover Vacuum,605.3,5,0.0,99.08
5989,US-2021-002109,03/14/2021,03/18/2021,Standard Class,CG-85379,Laura Brown,Consumer,United States,Madison,Wisconsin,25023,Central,OFF-EN-8656,Office Supplies,Envelopes,Staple Manila Envelope,1056.14,6,0.2,109.87
5990,US-2021-002110,01/31/2021,01/31/2021,Same Day,CG-78793,Greg Allen,Home Office,United States,Philadelphia,Pennsylvania,98177,East,FUR-BO-4598,Furniture,Bookcases,Hon Bookcase,2029.84,8,0.0,299.59
5991,US-2019-002111,12/29/2019,01/02/2020,Second Class,CG-60111,Aaron Martin,Consumer,United States,Newark,New Jersey,81321,East,FUR-BO-8721,Furniture,Bookcases,Sauder Classic Bookcase,696.24,8,0.4,-407.48
5992,US-2019-002111,12/29/2019,01/03/2020,Second Class,CG-83447,Beth Anderson,Home Office,United States,New Orleans,Louisiana,27371,South,TEC-MA-8925,Technology,Machines,Canon PC Printer,8480.92,7,0.2,909.88
5993,US-2019-002111,12/29/2019,12/29/2019,Same Day,CG-40523,Rachel Wilson,Corporate,United States,Springfield,Illinois,47921,Central,FUR-CH-4499,Furniture,Chairs,Office Star Chair,3442.0,4,0.0,-299.83
